,mass A,
70.178,-87.69,
70.195,-87.74,
70.211,-87.81,
70.228,-87.89,
70.245,-87.98,
70.261,-88.08,
70.278,-88.19,
70.295,-88.28,
70.312,-88.40,
70.328,-88.52,
70.345,-88.65,
70.362,-88.78,
70.378,-88.92,
70.395,-89.07,
70.412,-89.22,
70.429,-89.38,
70.445,-89.52,
70.462,-89.68,
70.479,-89.84,
70.496,-90.01,
70.512,-90.17,
70.529,-90.33,
70.546,-90.49,
70.562,-90.66,
70.579,-90.82,
70.596,-90.99,
70.613,-91.14,
70.629,-91.29,
70.646,-91.45,
70.663,-91.59,
70.680,-91.74,
70.696,-91.89,
70.713,-92.00,
70.730,-92.14,
70.746,-92.25,
70.763,-92.36,
70.780,-92.47,
70.797,-92.58,
70.813,-92.67,
70.830,-92.75,
70.847,-92.82,
70.864,-92.90,
70.880,-92.95,
70.897,-93.00,
70.914,-93.04,
70.930,-93.06,
70.947,-93.10,
70.964,-93.11,
70.981,-93.12,
70.997,-93.11,
71.014,-93.09,
71.031,-93.09,
71.047,-93.05,
71.064,-93.00,
71.081,-92.96,
71.098,-92.88,
